Year,Gender,Sport,School,Expense,Accumulative Growth,Yearly Change
2014,Women,Softball,Cornell College,130904.0,3.3009052626270265,0.29841893312702095
2015,Women,Softball,Cornell College,116453.0,2.936505534962302,-0.11039387642852777
2016,Women,Softball,Cornell College,130908.0,3.3010061275436873,0.1241273303392785
2017,Women,Softball,Cornell College,117823.0,2.971051768918476,-0.0999556940752284
2018,Women,Softball,Cornell College,121036.0,3.052071513225912,0.027269718136526823
2019,Women,Softball,Cornell College,115436.0,2.9108606299014044,-0.046267226279784524
2020,Women,Softball,Cornell College,70357.0,1.774138235368283,-0.39051075920856576
2021,Women,Softball,Cornell College,152187.0,3.837582267947651,1.1630683514078202
2022,Women,Softball,Cornell College,170391.0,4.296618503668961,0.11961599873839421
2003,Men,Tennis,Cornell College,8845.0,1.0,0.0
2004,Men,Tennis,Cornell College,9252.0,1.0460146975692481,0.04601469756924816
2005,Men,Tennis,Cornell College,6916.0,0.7819106840022612,-0.25248594898400345
2006,Men,Tennis,Cornell College,5272.0,0.5960429621254947,-0.23770965876229033
2007,Men,Tennis,Cornell College,28074.0,3.1739966082532503,4.3251138088012135
2008,Men,Tennis,Cornell College,35825.0,4.050310910118711,0.2760917574980409
2009,Men,Tennis,Cornell College,39076.0,4.417863199547767,0.0907466852756455
2010,Men,Tennis,Cornell College,32944.0,3.724590163934426,-0.15692496673149758
2011,Men,Tennis,Cornell College,27839.0,3.1474279253815713,-0.15495993200582808
2012,Men,Tennis,Cornell College,37606.0,4.251667608818542,0.35083875139193216
2013,Men,Tennis,Cornell College,31965.0,3.6139061616732615,-0.1500026591501356
2014,Men,Tennis,Cornell College,53672.0,6.068061051441492,0.679086500860316
2015,Men,Tennis,Cornell College,70628.0,7.985076314301866,0.31591891489044566
2016,Men,Tennis,Cornell College,43977.0,4.971961560203505,-0.3773432632950105
2017,Men,Tennis,Cornell College,36994.0,4.182475975127191,-0.1587875480364736
2018,Men,Tennis,Cornell College,48843.0,5.522102882984737,0.3202951830026491
2019,Men,Tennis,Cornell College,41238.0,4.662295081967213,-0.1557029666482403
2020,Men,Tennis,Cornell College,23361.0,2.641153193894856,-0.43350792957951406
2021,Men,Tennis,Cornell College,48737.0,5.5101187111362355,1.0862548692264886
2022,Men,Tennis,Cornell College,72325.0,8.176936122102884,0.4839854730492234
2003,Women,Tennis,Cornell College,20007.0,1.0,0.0
2004,Women,Tennis,Cornell College,15410.0,0.7702304193532263,-0.22976958064677364
2005,Women,Tennis,Cornell College,20952.0,1.0472334682860998,0.3596365996106424
2006,Women,Tennis,Cornell College,19259.0,0.9626130854201029,-0.08080374188621611
2007,Women,Tennis,Cornell College,32588.0,1.6288299095316638,0.6920920089308894
2008,Women,Tennis,Cornell College,34711.0,1.7349427700304894,0.06514667975942065
2009,Women,Tennis,Cornell College,27886.0,1.3938121657419904,-0.19662354873094984
2010,Women,Tennis,Cornell College,30985.0,1.5487079522167242,0.11113103349350929
2011,Women,Tennis,Cornell College,6373.0,0.3185385115209677,-0.7943198321768598
2012,Women,Tennis,Cornell College,36186.0,1.8086669665617034,4.678016632669073
2013,Women,Tennis,Cornell College,34110.0,1.7049032838506524,-0.057370253689272094
2014,Women,Tennis,Cornell College,37356.0,1.867146498725446,0.09516270888302551
2015,Women,Tennis,Cornell College,17152.0,0.8572999450192432,-0.5408501980940144
2016,Women,Tennis,Cornell College,43999.0,2.199180286899585,1.5652402052238805
2017,Women,Tennis,Cornell College,38430.0,1.9208277103013944,-0.1265710584331462
2018,Women,Tennis,Cornell College,41244.0,2.0614784825311143,0.073224043715847
2019,Women,Tennis,Cornell College,35762.0,1.787474383965612,-0.13291630297740278
2020,Women,Tennis,Cornell College,27643.0,1.3816664167541362,-0.22702868967060008
2021,Women,Tennis,Cornell College,14861.0,0.7427900234917779,-0.4623955431754875
2022,Women,Tennis,Cornell College,22455.0,1.122357174988754,0.5110019514164592
2007,Men,Track and Fields,Cornell College,42216.0,1.0,
2008,Men,Track and Fields,Cornell College,57502.0,1.3620902027667234,0.3620902027667235
2009,Men,Track and Fields,Cornell College,51538.0,1.2208167519423916,-0.10371813154325067
2010,Men,Track and Fields,Cornell College,56386.0,1.3356547280651885,0.09406651402848383
2013,Men,Track and Fields,Cornell College,61274.0,1.451440212241804,0.08668818501046359
2016,Men,Track and Fields,Cornell College,66018.0,1.5638146674246731,0.07742272415706498
2022,Men,Track and Fields,Cornell College,98972.0,2.3444191775630094,0.49916689387742735
2007,Women,Track and Fields,Cornell College,41722.0,1.0,
2008,Women,Track and Fields,Cornell College,57586.0,1.3802310531614017,0.38023105316140166
2009,Women,Track and Fields,Cornell College,47382.0,1.1356598437275298,-0.17719584621262113
2010,Women,Track and Fields,Cornell College,51798.0,1.241503283639327,0.09319994934785361
2013,Women,Track and Fields,Cornell College,61274.0,1.468625665116725,0.18294142630989613
2016,Women,Track and Fields,Cornell College,66018.0,1.5823306648770432,0.07742272415706498
2022,Women,Track and Fields,Cornell College,98972.0,2.3721777479507216,0.49916689387742735
2003,Women,Volleyball,Cornell College,44027.0,1.0,0.0
2004,Women,Volleyball,Cornell College,54084.0,1.2284280100847207,0.22842801008472075
2005,Women,Volleyball,Cornell College,64907.0,1.4742544347786586,0.20011463649138378
2006,Women,Volleyball,Cornell College,67929.0,1.5428941331455697,0.046558922766419646
2007,Women,Volleyball,Cornell College,66579.0,1.5122311308969496,-0.019873691648633132
2008,Women,Volleyball,Cornell College,90843.0,2.0633474913121495,0.3644392375974406
2009,Women,Volleyball,Cornell College,69890.0,1.5874349830785655,-0.23065068304657485
2010,Women,Volleyball,Cornell College,88584.0,2.0120380675494585,0.26747746458720845
2011,Women,Volleyball,Cornell College,75664.0,1.7185817793626639,-0.14585026641379933
2012,Women,Volleyball,Cornell College,91164.0,2.0706384718468214,0.2048530344681751
2013,Women,Volleyball,Cornell College,113410.0,2.5759193222340837,0.24402176297661357
2014,Women,Volleyball,Cornell College,122245.0,2.7765916369500534,0.07790318314081651
2015,Women,Volleyball,Cornell College,135572.0,3.079292252481432,0.10901877377397849
2016,Women,Volleyball,Cornell College,122012.0,2.7712994298952913,-0.10002065323223085
2017,Women,Volleyball,Cornell College,149022.0,3.3847866082176847,0.22137166836048913
2018,Women,Volleyball,Cornell College,148877.0,3.381493174642833,-0.0009730106964072418
2019,Women,Volleyball,Cornell College,144432.0,3.280532400572376,-0.029856861704628652
2020,Women,Volleyball,Cornell College,99797.0,2.2667226928929973,-0.30903816328791406
2021,Women,Volleyball,Cornell College,169521.0,3.850387262361733,0.6986582763008908
2022,Women,Volleyball,Cornell College,297900.0,6.766302496195516,0.7573044047640115
2003,Men,Baseball,Grinnell,52839.0,1.0,0.0
2004,Men,Baseball,Grinnell,55167.0,1.044058365979674,0.0440583659796741
2005,Men,Baseball,Grinnell,59021.0,1.1169969151573649,0.06986060507187268
2006,Men,Baseball,Grinnell,70001.0,1.3247979711955185,0.18603547889734162
2007,Men,Baseball,Grinnell,87815.0,1.661935312931736,0.25448207882744533
2008,Men,Baseball,Grinnell,114952.0,2.175514298150987,0.3090246541023743
2009,Men,Baseball,Grinnell,101648.0,1.9237305777929181,-0.11573526341429466
2010,Men,Baseball,Grinnell,100104.0,1.8945097371259865,-0.015189674169683615
2011,Men,Baseball,Grinnell,117511.0,2.2239444349817368,0.17388915527851034
2012,Men,Baseball,Grinnell,113224.0,2.1428111811351465,-0.03648169107572908
2013,Men,Baseball,Grinnell,118281.0,2.2385170044853235,0.04466367554582067
2014,Men,Baseball,Grinnell,117523.0,2.224171539961014,-0.006408467970341813
2015,Men,Baseball,Grinnell,161582.0,3.0580063967902498,0.3748968287058703
2016,Men,Baseball,Grinnell,234970.0,4.446904748386609,0.4541842531965194
2017,Men,Baseball,Grinnell,205592.0,3.8909139082874393,-0.12502872707154106
2018,Men,Baseball,Grinnell,203034.0,3.842502696871629,-0.012442118370364606
2019,Men,Baseball,Grinnell,155223.0,2.9376596831885537,-0.23548272703094064
2020,Men,Baseball,Grinnell,145590.0,2.7553511610742065,-0.062059102066059794
2021,Men,Baseball,Grinnell,257680.0,4.876700921667708,0.7699017789683358
2022,Men,Baseball,Grinnell,325050.0,6.151706126156816,0.2614483079788885
2003,Men,Basketball,Grinnell,56971.0,1.0,0.0
2004,Men,Basketball,Grinnell,54290.0,0.9529409699671763,-0.04705903003282372
2005,Men,Basketball,Grinnell,56541.0,0.9924523002931316,0.04146251611714864
2006,Men,Basketball,Grinnell,67173.0,1.179073563742957,0.18804053695548364
2007,Men,Basketball,Grinnell,86295.0,1.5147180144283934,0.28466794694296815
2008,Men,Basketball,Grinnell,83251.0,1.4612873216197715,-0.035274349614693785
2009,Men,Basketball,Grinnell,91166.0,1.6002176545961981,0.0950739330458493
2010,Men,Basketball,Grinnell,91893.0,1.6129785329378106,0.007974464164271769
2011,Men,Basketball,Grinnell,100155.0,1.7579996840497798,0.0899089158042506
2012,Men,Basketball,Grinnell,100408.0,1.762440539923821,0.002526084568918177
2013,Men,Basketball,Grinnell,105060.0,1.8440961190781275,0.04633096964385308
2014,Men,Basketball,Grinnell,105712.0,1.855540538168542,0.006205977536645727
2015,Men,Basketball,Grinnell,118157.0,2.0739850099173265,0.11772551838958681
2016,Men,Basketball,Grinnell,157008.0,2.755928454827895,0.3288082805081375
2017,Men,Basketball,Grinnell,164664.0,2.8903126151901843,0.04876184653011312
2018,Men,Basketball,Grinnell,125755.0,2.2073511084586896,-0.2362933002963611
2019,Men,Basketball,Grinnell,117672.0,2.0654719067595795,-0.06427577432308855
2021,Men,Basketball,Grinnell,130999.0,2.299397939302452,0.11325548983615473
2022,Men,Basketball,Grinnell,140454.0,2.465359568903477,0.07217612348185865
2003,Women,Basketball,Grinnell,54590.0,1.0,0.0
2004,Women,Basketball,Grinnell,43691.0,0.8003480490932405,-0.19965195090675947
2005,Women,Basketball,Grinnell,47993.0,0.8791536911522256,0.09846421459797212
2006,Women,Basketball,Grinnell,51461.0,0.9426818098552848,0.07226053799512429
2007,Women,Basketball,Grinnell,57885.0,1.0603590401172376,0.12483239734944909
2008,Women,Basketball,Grinnell,57725.0,1.057428100384686,-0.0027641012352077393
2009,Women,Basketball,Grinnell,67155.0,1.2301703608719545,0.16336076223473364
2010,Women,Basketball,Grinnell,61937.0,1.1345850888441107,-0.07770084133720498
2011,Women,Basketball,Grinnell,74299.0,1.3610368199303902,0.19958990587209585
2012,Women,Basketball,Grinnell,75949.0,1.39126213592233,0.022207566723643657
2013,Women,Basketball,Grinnell,86529.0,1.5850705257373146,0.13930400663603207
2014,Women,Basketball,Grinnell,107577.0,1.970635647554497,0.24324792844017612
2015,Women,Basketball,Grinnell,118945.0,2.178878915552299,0.10567314574676744
2016,Women,Basketball,Grinnell,130850.0,2.3969591500274774,0.10008827609399303
2017,Women,Basketball,Grinnell,151432.0,2.773987909873603,0.1572946121513183
2018,Women,Basketball,Grinnell,138202.0,2.5316358307382303,-0.08736594643140155
2019,Women,Basketball,Grinnell,151888.0,2.7823410881113757,0.09902895761276971
2021,Women,Basketball,Grinnell,150627.0,2.7592416193442024,-0.008302170020014748
2022,Women,Basketball,Grinnell,194253.0,3.5583989741710935,0.2896293493198431
2003,Men,Cross Country,Grinnell,27762.0,1.0,0.0
2004,Men,Cross Country,Grinnell,38502.0,1.3868597363302355,0.38685973633023557
2005,Men,Cross Country,Grinnell,42456.0,1.5292846336719257,0.10269596384603397
2006,Men,Cross Country,Grinnell,43578.0,1.5696995893667602,0.02642736009044658
2007,Men,Cross Country,Grinnell,74229.0,2.6737626972120165,0.7033594933223186
2008,Men,Cross Country,Grinnell,66583.0,2.3983502629493554,-0.10300556386318016
2009,Men,Cross Country,Grinnell,61486.0,2.214753980260788,-0.07655107159485154
2010,Men,Cross Country,Grinnell,62809.0,2.2624090483394568,0.021517093322057052
2011,Men,Cross Country,Grinnell,65604.0,2.363086232980333,0.044499992039357415
2012,Men,Cross Country,Grinnell,63435.0,2.284957856062243,-0.03306200841412109
2013,Men,Cross Country,Grinnell,65963.0,2.376017577984295,0.03985181682036731
2014,Men,Cross Country,Grinnell,67909.0,2.446113392406887,0.02950138714127617
2015,Men,Cross Country,Grinnell,85251.0,3.070780203155392,0.25537115846205954
2016,Men,Cross Country,Grinnell,107835.0,3.884266263237519,0.26491184854136607
2017,Men,Cross Country,Grinnell,111272.0,4.008068582955119,0.03187276858162934
2018,Men,Cross Country,Grinnell,115004.0,4.1424969382609325,0.03353943489826731
2019,Men,Cross Country,Grinnell,112939.0,4.068114689143433,-0.01795589718618483
2021,Men,Cross Country,Grinnell,37920.0,1.3658958288307759,-0.6642435296930201
2022,Men,Cross Country,Grinnell,48740.0,1.7556372019306967,0.285337552742616
2003,Women,Cross Country,Grinnell,22490.0,1.0,0.0
2004,Women,Cross Country,Grinnell,34126.0,1.5173855046687417,0.5173855046687417
2005,Women,Cross Country,Grinnell,36551.0,1.6252112049799912,0.07106018871241869
2006,Women,Cross Country,Grinnell,39414.0,1.7525122276567364,0.07832891028973216
2007,Women,Cross Country,Grinnell,79423.0,3.5314806580702536,1.015096158725326
2008,Women,Cross Country,Grinnell,56314.0,2.5039573143619385,-0.29096105662087807
2009,Women,Cross Country,Grinnell,53634.0,2.38479324144064,-0.04759029726178215
2010,Women,Cross Country,Grinnell,52842.0,2.3495775900400178,-0.014766752433158071
2011,Women,Cross Country,Grinnell,61853.0,2.7502445531347264,0.1705272321259604
2012,Women,Cross Country,Grinnell,65838.0,2.927434415295687,0.06442694776324512
2013,Women,Cross Country,Grinnell,68455.0,3.0437972432192084,0.03974908107779702
2014,Women,Cross Country,Grinnell,66163.0,2.94188528234771,-0.03348184939011029
2015,Women,Cross Country,Grinnell,71169.0,3.16447309915518,0.07566162356604145
2016,Women,Cross Country,Grinnell,93916.0,4.175900400177857,0.31961949725301747
2017,Women,Cross Country,Grinnell,97571.0,4.338417074255225,0.038917756292857444
2018,Women,Cross Country,Grinnell,96923.0,4.309604268563806,-0.006641317604616125
2019,Women,Cross Country,Grinnell,100639.0,4.4748332592263225,0.038339712968026164
2021,Women,Cross Country,Grinnell,38520.0,1.7127612272120942,-0.6172457993422034
2022,Women,Cross Country,Grinnell,51805.0,2.3034682080924855,0.3448857736240914
2003,Men,Football,Grinnell,116388.0,1.0,0.0
2004,Men,Football,Grinnell,118807.0,1.020783929614737,0.020783929614736914
2005,Men,Football,Grinnell,128112.0,1.100732034230333,0.07832030099236577
2006,Men,Football,Grinnell,139432.0,1.1979929202323263,0.08836018483826652
2007,Men,Football,Grinnell,224058.0,1.9250953706567688,0.6069338458890355
2008,Men,Football,Grinnell,188566.0,1.6201498436264907,-0.15840541288416393
2009,Men,Football,Grinnell,164049.0,1.409500979482421,-0.13001813688575883
2010,Men,Football,Grinnell,179693.0,1.5439134618689212,0.0953617516717566
2011,Men,Football,Grinnell,185006.0,1.5895624978520122,0.02956709498978814
2012,Men,Football,Grinnell,195034.0,1.6757225830841667,0.05420364744927192
2013,Men,Football,Grinnell,191553.0,1.6458140014434477,-0.01784817006265574
2014,Men,Football,Grinnell,215679.0,1.853103412722961,0.12594947612410143
2015,Men,Football,Grinnell,226499.0,1.946068323194831,0.050167146546488066
2016,Men,Football,Grinnell,269786.0,2.3179881087397325,0.1911134265493446
2017,Men,Football,Grinnell,295901.0,2.542366910678077,0.09679894434848361
2018,Men,Football,Grinnell,332888.0,2.8601574045434237,0.1249978878070706
2019,Men,Football,Grinnell,372562.0,3.2010344709076537,0.11918122611809377
2021,Men,Football,Grinnell,468784.0,4.027769185826718,0.2582711065540769
2022,Men,Football,Grinnell,500148.0,4.297247138880297,0.06690501382299738
2003,Men,Golf,Grinnell,37954.0,1.0,0.0
2004,Men,Golf,Grinnell,41413.0,1.091136639089424,0.09113663908942404
2005,Men,Golf,Grinnell,47759.0,1.2583390419982083,0.1532369062854659
2006,Men,Golf,Grinnell,31829.0,0.8386204352637403,-0.33354969743922613
2007,Men,Golf,Grinnell,43972.0,1.1585603625441323,0.3815074303308304
2008,Men,Golf,Grinnell,50725.0,1.3364862728566158,0.15357500227417448
2009,Men,Golf,Grinnell,49792.0,1.3119038836486272,-0.01839329719073435
2010,Men,Golf,Grinnell,45158.0,1.18980871581388,-0.09306715938303342
2011,Men,Golf,Grinnell,52248.0,1.3766137956473625,0.157004296027282
2012,Men,Golf,Grinnell,51912.0,1.367760973810402,-0.006430868167202572
2013,Men,Golf,Grinnell,56307.0,1.4835590451599305,0.08466250577901063
2014,Men,Golf,Grinnell,60143.0,1.5846287611318965,0.0681265206812652
2015,Men,Golf,Grinnell,58804.0,1.5493492122042472,-0.02226360507457227
2016,Men,Golf,Grinnell,84938.0,2.237919586868314,0.4444255492823617
2017,Men,Golf,Grinnell,83343.0,2.19589503082679,-0.018778403070474934
2018,Men,Golf,Grinnell,82075.0,2.1624861674658797,-0.015214235148722749
2019,Men,Golf,Grinnell,58620.0,1.5445012383411498,-0.28577520560462993
2020,Men,Golf,Grinnell,64300.0,1.6941560836802445,0.09689525759126578
2021,Men,Golf,Grinnell,81045.0,2.1353480529061497,0.2604199066874028
2022,Men,Golf,Grinnell,128794.0,3.3934236180639723,0.5891665124313653
2003,Women,Golf,Grinnell,31197.0,1.0,0.0
2004,Women,Golf,Grinnell,31783.0,1.0187838574221881,0.018783857422188032
2005,Women,Golf,Grinnell,33984.0,1.089335513030099,0.06925085737658497
2006,Women,Golf,Grinnell,36888.0,1.1824213866717954,0.08545197740112995
2007,Women,Golf,Grinnell,43695.0,1.4006154437926723,0.18453155497722837
2008,Women,Golf,Grinnell,50800.0,1.6283617014456517,0.16260441698134798
2009,Women,Golf,Grinnell,55758.0,1.7872872391576113,0.0975984251968504
2010,Women,Golf,Grinnell,58224.0,1.8663333012789691,0.04422683740449801
2011,Women,Golf,Grinnell,60932.0,1.953136519537135,0.046510030228084635
2012,Women,Golf,Grinnell,59431.0,1.9050229188704042,-0.024634018249852296
2013,Women,Golf,Grinnell,60346.0,1.934352662114947,0.01539600545170029
2014,Women,Golf,Grinnell,71430.0,2.289643234926435,0.18367414575945382
2015,Women,Golf,Grinnell,84120.0,2.6964131166458314,0.17765644687106258
2016,Women,Golf,Grinnell,97277.0,3.1181523864474148,0.1564075130765573
2017,Women,Golf,Grinnell,98572.0,3.1596627880885984,0.013312499357504858
