Year,Sport,Gender,Scores,Rank,School
2019,Basketball,Men,3,8,Beloit College
2019,Swimming,Men,4,7,Beloit College
2019,Indoor Track & Field,Men,1,10,Beloit College
2019,Total,Men,14,10,Beloit College
2019,Football,Men,6,6,Cornell College
2019,Soccer,Men,5,6,Cornell College
2019,Cross Country,Men,6,5,Cornell College
2019,Basketball,Men,6,4,Cornell College
2019,Indoor Track & Field,Men,5,6,Cornell College
2019,Total,Men,22,8,Cornell College
2019,Soccer,Men,4,7,Grinnell College
2019,Cross Country,Men,10,1,Grinnell College
2019,Basketball,Men,6,4,Grinnell College
2019,Swimming,Men,10,1,Grinnell College
2019,Indoor Track & Field,Men,8,3,Grinnell College
2019,Total,Men,32,4,Grinnell College
2019,Football,Men,8,4,Illinois College
2019,Soccer,Men,2,9,Illinois College
2019,Cross Country,Men,2,9,Illinois College
2019,Basketball,Men,1,10,Illinois College
2019,Swimming,Men,5,6,Illinois College
2019,Indoor Track & Field,Men,7,4,Illinois College
2019,Total,Men,24,5,Illinois College
2019,Football,Men,4,7,Knox College
2019,Soccer,Men,10,1,Knox College
2019,Cross Country,Men,1,10,Knox College
2019,Basketball,Men,2,9,Knox College
2019,Swimming,Men,2,9,Knox College
2019,Indoor Track & Field,Men,3,8,Knox College
2019,Total,Men,20,9,Knox College
2019,Football,Men,9,3,Lake Forest College
2019,Soccer,Men,9,2,Lake Forest College
2019,Cross Country,Men,4,7,Lake Forest College
2019,Basketball,Men,8,3,Lake Forest College
2019,Swimming,Men,9,2,Lake Forest College
2019,Indoor Track & Field,Men,2,9,Lake Forest College
2019,Total,Men,33,3,Lake Forest College
2019,Football,Men,2,9,Lawrence University
2019,Soccer,Men,6,5,Lawrence University
2019,Cross Country,Men,5,6,Lawrence University
2019,Basketball,Men,4,7,Lawrence University
2019,Swimming,Men,6,5,Lawrence University
2019,Indoor Track & Field,Men,4,7,Lawrence University
2019,Total,Men,23,7,Lawrence University
2019,Football,Men,12,1,Monmouth College
2019,Soccer,Men,7,4,Monmouth College
2019,Cross Country,Men,9,2,Monmouth College
2019,Basketball,Men,6,4,Monmouth College
2019,Swimming,Men,7,4,Monmouth College
2019,Indoor Track & Field,Men,10,1,Monmouth College
2019,Total,Men,45,1,Monmouth College
2019,Football,Men,7,5,Ripon College
2019,Soccer,Men,1,10,Ripon College
2019,Cross Country,Men,7,4,Ripon College
2019,Basketball,Men,9,2,Ripon College
2019,Swimming,Men,3,8,Ripon College
2019,Indoor Track & Field,Men,6,5,Ripon College
2019,Total,Men,24,5,Ripon College
2019,Football,Men,11,2,St. Norbert College
2019,Soccer,Men,8,3,St. Norbert College
2019,Cross Country,Men,8,3,St. Norbert College
2019,Basketball,Men,10,1,St. Norbert College
2019,Swimming,Men,8,3,St. Norbert College
2019,Indoor Track & Field,Men,9,2,St. Norbert College
2019,Total,Men,44,2,St. Norbert College
2019,Volleyball,Women,1,10,Beloit College
2019,Soccer,Women,2,9,Beloit College
2019,Cross Country,Women,3,8,Beloit College
2019,Tennis,Women,3,8,Beloit College
2019,Basketball,Women,1,10,Beloit College
2019,Swimming,Women,2,9,Beloit College
2019,Indoor Track & Field,Women,5,6,Beloit College
2019,Total,Women,17,10,Beloit College
2019,Volleyball,Women,10,1,Cornell College
2019,Soccer,Women,9,2,Cornell College
2019,Cross Country,Women,8,3,Cornell College
2019,Tennis,Women,6,5,Cornell College
2019,Basketball,Women,8,3,Cornell College
2019,Indoor Track & Field,Women,3,8,Cornell College
2019,Total,Women,44,5,Cornell College
2019,Volleyball,Women,7.5,3,Grinnell College
2019,Soccer,Women,5,6,Grinnell College
2019,Cross Country,Women,10,1,Grinnell College
2019,Tennis,Women,10,1,Grinnell College
2019,Basketball,Women,3,8,Grinnell College
2019,Swimming,Women,9,2,Grinnell College
2019,Indoor Track & Field,Women,7,4,Grinnell College
2019,Total,Women,51.5,1,Grinnell College
2019,Volleyball,Women,7.5,3,Illinois College
2019,Soccer,Women,1,10,Illinois College
2019,Cross Country,Women,2,9,Illinois College
2019,Tennis,Women,4,7,Illinois College
2019,Basketball,Women,5,6,Illinois College
2019,Swimming,Women,6,5,Illinois College
2019,Indoor Track & Field,Women,6,5,Illinois College
2019,Total,Women,31.5,7,Illinois College
2019,Volleyball,Women,2.5,8,Knox College
2019,Soccer,Women,10,1,Knox College
2019,Cross Country,Women,1,10,Knox College
2019,Tennis,Women,1,10,Knox College
2019,Basketball,Women,7,4,Knox College
2019,Swimming,Women,3,8,Knox College
2019,Indoor Track & Field,Women,1,10,Knox College
2019,Total,Women,25.5,9,Knox College
2019,Volleyball,Women,5.5,5,Lake Forest College
2019,Soccer,Women,7,4,Lake Forest College
2019,Cross Country,Women,6,5,Lake Forest College
2019,Tennis,Women,9,2,Lake Forest College
2019,Basketball,Women,6,5,Lake Forest College
2019,Swimming,Women,10,1,Lake Forest College
2019,Indoor Track & Field,Women,4,7,Lake Forest College
2019,Total,Women,47.5,4,Lake Forest College
2019,Volleyball,Women,2.5,8,Lawrence University
2019,Soccer,Women,3,8,Lawrence University
2019,Cross Country,Women,4,7,Lawrence University
2019,Tennis,Women,7,4,Lawrence University
2019,Basketball,Women,2,9,Lawrence University
2019,Swimming,Women,8,3,Lawrence University
2019,Indoor Track & Field,Women,2,9,Lawrence University
2019,Total,Women,28.5,8,Lawrence University
2019,Volleyball,Women,5.5,5,Monmouth College
2019,Soccer,Women,8,3,Monmouth College
2019,Cross Country,Women,9,2,Monmouth College
2019,Tennis,Women,5,6,Monmouth College
2019,Basketball,Women,9,2,Monmouth College
2019,Swimming,Women,5,6,Monmouth College
2019,Indoor Track & Field,Women,9,2,Monmouth College
2019,Total,Women,50.5,3,Monmouth College
2019,Volleyball,Women,4,7,Ripon College
2019,Soccer,Women,4,7,Ripon College
2019,Cross Country,Women,5,6,Ripon College
2019,Tennis,Women,2,9,Ripon College
2019,Basketball,Women,10,1,Ripon College
2019,Swimming,Women,4,7,Ripon College
2019,Indoor Track & Field,Women,8,3,Ripon College
2019,Total,Women,37,6,Ripon College
2019,Volleyball,Women,9,2,St. Norbert College
2019,Soccer,Women,6,5,St. Norbert College
2019,Cross Country,Women,7,4,St. Norbert College
2019,Tennis,Women,8,3,St. Norbert College
2019,Basketball,Women,4,7,St. Norbert College
2019,Swimming,Women,7,4,St. Norbert College
2019,Indoor Track & Field,Women,10,1,St. Norbert College
2019,Total,Women,51,2,St. Norbert College
2021,Football,Men,1,9,Beloit College
2021,Soccer,Men,3,7,Beloit College
2021,Cross Country,Men,1,9,Beloit College
2021,Basketball,Men,2,8,Beloit College
2021,Swimming,Men,4,5,Beloit College
2021,Indoor Track & Field,Men,2,8,Beloit College
2021,Outdoor Track & Field,Men,2,8,Beloit College
2021,Baseball,Men,5.5,3,Beloit College
2021,Total,Men,20.5,9,Beloit College
2021,Football,Men,4,6,Cornell College
2021,Soccer,Men,8,2,Cornell College
2021,Cross Country,Men,8,2,Cornell College
2021,Basketball,Men,8,2,Cornell College
2021,Indoor Track & Field,Men,7,3,Cornell College
2021,Tennis,Men,6,4,Cornell College
2021,Outdoor Track & Field,Men,8,2,Cornell College
2021,Baseball,Men,3.5,5,Cornell College
2021,Total,Men,52.5,3,Cornell College
2021,Football,Men,3,7,Grinnell College
2021,Soccer,Men,7,3,Grinnell College
2021,Cross Country,Men,7,3,Grinnell College
2021,Basketball,Men,6.5,3,Grinnell College
2021,Swimming,Men,9,1,Grinnell College
2021,Indoor Track & Field,Men,5,5,Grinnell College
2021,Tennis,Men,9,1,Grinnell College
2021,Outdoor Track & Field,Men,5,5,Grinnell College
2021,Baseball,Men,3.5,5,Grinnell College
2021,Total,Men,55,2,Grinnell College
2021,Football,Men,5,5,Illinois College
2021,Soccer,Men,4,6,Illinois College
2021,Cross Country,Men,4,6,Illinois College
2021,Basketball,Men,6.5,3,Illinois College
2021,Swimming,Men,3,6,Illinois College
2021,Indoor Track & Field,Men,4,6,Illinois College
2021,Tennis,Men,3,7,Illinois College
2021,Outdoor Track & Field,Men,3,7,Illinois College
2021,Baseball,Men,5.5,3,Illinois College
2021,Total,Men,38,7,Illinois College
2021,Football,Men,6,4,Knox College
2021,Soccer,Men,9,1,Knox College
2021,Cross Country,Men,2,8,Knox College
2021,Basketball,Men,3,7,Knox College
2021,Swimming,Men,1,8,Knox College
2021,Indoor Track & Field,Men,6,4,Knox College
2021,Outdoor Track & Field,Men,6,4,Knox College
2021,Baseball,Men,1,8,Knox College
2021,Total,Men,34,8,Knox College
2021,Football,Men,10,1,Lake Forest College
2021,Soccer,Men,5,5,Lake Forest College
2021,Cross Country,Men,3,7,Lake Forest College
2021,Basketball,Men,4.5,5,Lake Forest College
2021,Swimming,Men,8,2,Lake Forest College
2021,Indoor Track & Field,Men,1,9,Lake Forest College
2021,Tennis,Men,8,2,Lake Forest College
2021,Outdoor Track & Field,Men,1,9,Lake Forest College
2021,Total,Men,40.5,5,Lake Forest College
2021,Football,Men,2,8,Lawrence University
2021,Soccer,Men,6,4,Lawrence University
2021,Cross Country,Men,9,1,Lawrence University
2021,Basketball,Men,4.5,5,Lawrence University
2021,Swimming,Men,5,4,Lawrence University
2021,Indoor Track & Field,Men,3,7,Lawrence University
2021,Tennis,Men,5,5,Lawrence University
2021,Outdoor Track & Field,Men,4,6,Lawrence University
2021,Baseball,Men,9,1,Lawrence University
2021,Total,Men,47.5,4,Lawrence University
2021,Football,Men,9,2,Monmouth College
2021,Soccer,Men,1.5,8,Monmouth College
2021,Cross Country,Men,5,5,Monmouth College
2021,Basketball,Men,1,9,Monmouth College
2021,Swimming,Men,2,7,Monmouth College
2021,Indoor Track & Field,Men,8,2,Monmouth College
2021,Tennis,Men,4,6,Monmouth College
2021,Outdoor Track & Field,Men,7,3,Monmouth College
2021,Baseball,Men,2,7,Monmouth College
2021,Total,Men,39.5,6,Monmouth College
2021,Football,Men,7,3,Ripon College
2021,Soccer,Men,1.5,8,Ripon College
2021,Cross Country,Men,6,4,Ripon College
2021,Basketball,Men,9,1,Ripon College
2021,Swimming,Men,6,3,Ripon College
2021,Indoor Track & Field,Men,9,1,Ripon College
2021,Tennis,Men,7,3,Ripon College
2021,Outdoor Track & Field,Men,9,1,Ripon College
2021,Baseball,Men,7,2,Ripon College
2021,Total,Men,61.5,1,Ripon College
2021,Volleyball,Women,2,8,Beloit College
2021,Soccer,Women,7,3,Beloit College
2021,Cross Country,Women,3,7,Beloit College
2021,Basketball,Women,1,9,Beloit College
2021,Swimming,Women,2,7,Beloit College
2021,Indoor Track & Field,Women,3,7,Beloit College
2021,Outdoor Track & Field,Women,5,5,Beloit College
2021,Softball,Women,5,5,Beloit College
2021,Total,Women,28,8,Beloit College
2021,Volleyball,Women,9,1,Cornell College
2021,Soccer,Women,3,7,Cornell College
2021,Cross Country,Women,5,5,Cornell College
2021,Tennis,Women,6,4,Cornell College
2021,Basketball,Women,4.5,5,Cornell College
2021,Indoor Track & Field,Women,4,6,Cornell College
2021,Outdoor Track & Field,Women,4,6,Cornell College
2021,Softball,Women,4,6,Cornell College
2021,Total,Women,39.5,7,Cornell College
2021,Volleyball,Women,8,2,Grinnell College
2021,Soccer,Women,4,6,Grinnell College
2021,Cross Country,Women,8,2,Grinnell College
2021,Tennis,Women,9,1,Grinnell College
2021,Basketball,Women,3,7,Grinnell College
2021,Swimming,Women,9,1,Grinnell College
2021,Indoor Track & Field,Women,6,4,Grinnell College
2021,Outdoor Track & Field,Women,8,2,Grinnell College
2021,Softball,Women,7,3,Grinnell College
2021,Total,Women,62,1,Grinnell College
2021,Volleyball,Women,7,3,Illinois College
2021,Soccer,Women,2,8,Illinois College
2021,Tennis,Women,4,6,Illinois College
2021,Basketball,Women,6,4,Illinois College
2021,Swimming,Women,3,6,Illinois College
2021,Indoor Track & Field,Women,5,5,Illinois College
2021,Outdoor Track & Field,Women,6,4,Illinois College
2021,Softball,Women,8,2,Illinois College
2021,Total,Women,41,6,Illinois College
2021,Volleyball,Women,4,6,Knox College
2021,Soccer,Women,9,1,Knox College
2021,Basketball,Women,7.5,2,Knox College
2021,Swimming,Women,1,8,Knox College
2021,Indoor Track & Field,Women,2,8,Knox College
2021,Outdoor Track & Field,Women,2,8,Knox College
2021,Softball,Women,1.5,8,Knox College
2021,Total,Women,27,9,Knox College
2021,Volleyball,Women,5,5,Lake Forest College
2021,Soccer,Women,8,2,Lake Forest College
2021,Cross Country,Women,4,6,Lake Forest College
2021,Tennis,Women,8,2,Lake Forest College
2021,Basketball,Women,2,8,Lake Forest College
2021,Swimming,Women,8,2,Lake Forest College
2021,Indoor Track & Field,Women,1,9,Lake Forest College
2021,Outdoor Track & Field,Women,1,9,Lake Forest College
2021,Softball,Women,9,1,Lake Forest College
2021,Total,Women,46,4,Lake Forest College
2021,Volleyball,Women,1,9,Lawrence University
2021,Soccer,Women,6,4,Lawrence University
2021,Cross Country,Women,9,1,Lawrence University
2021,Tennis,Women,7,3,Lawrence University
2021,Basketball,Women,4.5,5,Lawrence University
2021,Swimming,Women,6,3,Lawrence University
2021,Indoor Track & Field,Women,7,3,Lawrence University
2021,Outdoor Track & Field,Women,3,7,Lawrence University
2021,Softball,Women,1.5,8,Lawrence University
2021,Total,Women,45,5,Lawrence University
2021,Volleyball,Women,6,4,Monmouth College
2021,Soccer,Women,5,5,Monmouth College
2021,Cross Country,Women,6,4,Monmouth College
2021,Tennis,Women,3,7,Monmouth College
2021,Basketball,Women,7.5,2,Monmouth College
2021,Swimming,Women,4,5,Monmouth College
2021,Indoor Track & Field,Women,8,2,Monmouth College
2021,Outdoor Track & Field,Women,9,1,Monmouth College
2021,Softball,Women,6,4,Monmouth College
2021,Total,Women,54.5,2,Monmouth College
2021,Volleyball,Women,3,7,Ripon College
2021,Soccer,Women,1,9,Ripon College
2021,Cross Country,Women,7,3,Ripon College
2021,Tennis,Women,5,5,Ripon College
2021,Basketball,Women,9,1,Ripon College
2021,Swimming,Women,5,4,Ripon College
2021,Indoor Track & Field,Women,9,1,Ripon College
2021,Outdoor Track & Field,Women,7,3,Ripon College
2021,Softball,Women,3,7,Ripon College
2021,Total,Women,49,3,Ripon College
2022,Football,Men,2,9,Beloit College
2022,Soccer,Men,5,5,Beloit College
2022,Cross Country,Men,2,8,Beloit College
2022,Basketball,Men,1,9,Beloit College
2022,Swimming,Men,4,5,Beloit College
2022,Indoor Track & Field,Men,3,7,Beloit College
2022,Outdoor Track & Field,Men,6,4,Beloit College
2022,Baseball,Men,9,1,Beloit College
2022,Total,Men,32,8,Beloit College
2022,Football,Men,4,7,Cornell College
2022,Soccer,Men,1,9,Cornell College
2022,Cross Country,Men,9,1,Cornell College
2022,Basketball,Men,8,2,Cornell College
2022,Indoor Track & Field,Men,5,5,Cornell College
2022,Tennis,Men,5,3,Cornell College
2022,Outdoor Track & Field,Men,3,7,Cornell College
2022,Baseball,Men,4,4,Cornell College
2022,Total,Men,39,5,Cornell College
2022,Football,Men,3,8,Grinnell College
2022,Soccer,Men,8,2,Grinnell College
2022,Cross Country,Men,8,2,Grinnell College
2022,Basketball,Men,3,7,Grinnell College
2022,Swimming,Men,9,1,Grinnell College
2022,Indoor Track & Field,Men,7,3,Grinnell College
2022,Tennis,Men,7,1,Grinnell College
2022,Outdoor Track & Field,Men,8,2,Grinnell College
2022,Baseball,Men,6,3,Grinnell College
2022,Total,Men,59,2,Grinnell College
2022,Football,Men,6,5,Illinois College
2022,Soccer,Men,4,6,Illinois College
2022,Cross Country,Men,6,4,Illinois College
2022,Basketball,Men,9,1,Illinois College
2022,Swimming,Men,3,6,Illinois College
2022,Indoor Track & Field,Men,4,6,Illinois College
2022,Tennis,Men,2,6,Illinois College
2022,Outdoor Track & Field,Men,4,6,Illinois College
2022,Baseball,Men,4,4,Illinois College
2022,Total,Men,42,4,Illinois College
2022,Football,Men,5,6,Knox College
2022,Soccer,Men,6,4,Knox College
2022,Cross Country,Men,3,7,Knox College
2022,Basketball,Men,2,8,Knox College
2022,Swimming,Men,1,8,Knox College
2022,Indoor Track & Field,Men,6,4,Knox College
2022,Outdoor Track & Field,Men,5,5,Knox College
2022,Baseball,Men,1,8,Knox College
2022,Total,Men,29,9,Knox College
2022,Football,Men,9,1,Lake Forest College
2022,Soccer,Men,9,1,Lake Forest College
2022,Basketball,Men,5,5,Lake Forest College
2022,Swimming,Men,7,2,Lake Forest College
2022,Indoor Track & Field,Men,1,9,Lake Forest College
2022,Tennis,Men,6,2,Lake Forest College
2022,Outdoor Track & Field,Men,1,9,Lake Forest College
2022,Total,Men,38,6,Lake Forest College
2022,Football,Men,7,4,Lawrence University
2022,Soccer,Men,3,7,Lawrence University
2022,Cross Country,Men,5,5,Lawrence University
2022,Basketball,Men,4,6,Lawrence University
2022,Swimming,Men,6,3,Lawrence University
2022,Indoor Track & Field,Men,2,8,Lawrence University
2022,Tennis,Men,3,5,Lawrence University
2022,Outdoor Track & Field,Men,2,8,Lawrence University
2022,Baseball,Men,2,7,Lawrence University
2022,Total,Men,34,7,Lawrence University
2022,Football,Men,9,1,Monmouth College
2022,Soccer,Men,2,8,Monmouth College
2022,Cross Country,Men,4,6,Monmouth College
2022,Basketball,Men,7,3,Monmouth College
2022,Swimming,Men,2,7,Monmouth College
2022,Indoor Track & Field,Men,8,2,Monmouth College
2022,Tennis,Men,1,7,Monmouth College
2022,Outdoor Track & Field,Men,7,3,Monmouth College
2022,Baseball,Men,4,4,Monmouth College
2022,Total,Men,44,3,Monmouth College
2022,Football,Men,9,1,Ripon College
2022,Soccer,Men,7,3,Ripon College
2022,Cross Country,Men,7,3,Ripon College
2022,Basketball,Men,6,4,Ripon College
2022,Swimming,Men,5,4,Ripon College
2022,Indoor Track & Field,Men,9,1,Ripon College
2022,Tennis,Men,4,4,Ripon College
2022,Outdoor Track & Field,Men,9,1,Ripon College
2022,Baseball,Men,7.5,2,Ripon College
2022,Total,Men,63.5,1,Ripon College
2022,Volleyball,Women,4,5,Beloit College
2022,Soccer,Women,7,3,Beloit College
2022,Cross Country,Women,5,5,Beloit College
2022,Basketball,Women,2,8,Beloit College
2022,Swimming,Women,4,5,Beloit College
2022,Indoor Track & Field,Women,3,7,Beloit College
2022,Outdoor Track & Field,Women,5,5,Beloit College
2022,Softball,Women,2,8,Beloit College
2022,Total,Women,32,8,Beloit College
2022,Volleyball,Women,9,1,Cornell College
2022,Soccer,Women,6,4,Cornell College
2022,Cross Country,Women,6,4,Cornell College
2022,Tennis,Women,5,5,Cornell College
2022,Basketball,Women,7,3,Cornell College
2022,Indoor Track & Field,Women,7,3,Cornell College
2022,Outdoor Track & Field,Women,8,2,Cornell College
2022,Softball,Women,6,4,Cornell College
2022,Total,Women,54,2,Cornell College
2022,Volleyball,Women,7,3,Grinnell College
2022,Soccer,Women,9,1,Grinnell College
2022,Cross Country,Women,8,2,Grinnell College
2022,Tennis,Women,9,1,Grinnell College
2022,Basketball,Women,5,5,Grinnell College
2022,Swimming,Women,9,1,Grinnell College
2022,Indoor Track & Field,Women,6,4,Grinnell College
2022,Outdoor Track & Field,Women,6,4,Grinnell College
2022,Softball,Women,8.5,1,Grinnell College
2022,Total,Women,67.5,1,Grinnell College
2022,Volleyball,Women,6,4,Illinois College
2022,Soccer,Women,4,6,Illinois College
2022,Cross Country,Women,3,7,Illinois College
2022,Tennis,Women,6,4,Illinois College
2022,Basketball,Women,6,4,Illinois College
2022,Swimming,Women,2,7,Illinois College
2022,Indoor Track & Field,Women,4,6,Illinois College
2022,Outdoor Track & Field,Women,4,6,Illinois College
2022,Softball,Women,8.5,1,Illinois College
2022,Total,Women,43.5,5,Illinois College
2022,Volleyball,Women,2,8,Knox College
2022,Soccer,Women,3,7,Knox College
2022,Cross Country,Women,1,9,Knox College
2022,Basketball,Women,8.5,1,Knox College
2022,Swimming,Women,1,8,Knox College
2022,Indoor Track & Field,Women,2,8,Knox College
2022,Outdoor Track & Field,Women,2,8,Knox College
2022,Softball,Women,5,5,Knox College
2022,Total,Women,24.5,9,Knox College
2022,Volleyball,Women,8,2,Lake Forest College
2022,Soccer,Women,8,2,Lake Forest College
2022,Cross Country,Women,4,6,Lake Forest College
2022,Tennis,Women,8,2,Lake Forest College
2022,Basketball,Women,3,7,Lake Forest College
2022,Swimming,Women,8,2,Lake Forest College
2022,Indoor Track & Field,Women,1,9,Lake Forest College
2022,Outdoor Track & Field,Women,1,9,Lake Forest College
2022,Softball,Women,7,3,Lake Forest College
2022,Total,Women,48,4,Lake Forest College
2022,Volleyball,Women,1,9,Lawrence University
2022,Soccer,Women,5,5,Lawrence University
2022,Cross Country,Women,7,3,Lawrence University
2022,Tennis,Women,7,3,Lawrence University
2022,Basketball,Women,1,9,Lawrence University
2022,Swimming,Women,6,3,Lawrence University
2022,Indoor Track & Field,Women,5,5,Lawrence University
2022,Outdoor Track & Field,Women,3,7,Lawrence University
2022,Softball,Women,1,9,Lawrence University
2022,Total,Women,36,7,Lawrence University
2022,Volleyball,Women,4,5,Monmouth College
2022,Soccer,Women,1,9,Monmouth College
2022,Cross Country,Women,2,8,Monmouth College
2022,Tennis,Women,3,7,Monmouth College
2022,Basketball,Women,4,6,Monmouth College
2022,Swimming,Women,3,6,Monmouth College
2022,Indoor Track & Field,Women,8,2,Monmouth College
2022,Outdoor Track & Field,Women,7,3,Monmouth College
2022,Softball,Women,3.5,6,Monmouth College
2022,Total,Women,36.5,6,Monmouth College
2022,Volleyball,Women,4,5,Ripon College
2022,Soccer,Women,2,8,Ripon College
2022,Cross Country,Women,9,1,Ripon College
2022,Tennis,Women,4,6,Ripon College
2022,Basketball,Women,8.5,1,Ripon College
2022,Swimming,Women,5,4,Ripon College
2022,Indoor Track & Field,Women,9,1,Ripon College
2022,Outdoor Track & Field,Women,9,1,Ripon College
2022,Softball,Women,3.5,6,Ripon College
2022,Total,Women,54,2,Ripon College
2023,Football,Men,2,8,Beloit College
2023,Soccer,Men,5,5,Beloit College
2023,Cross Country,Men,1,9,Beloit College
2023,Basketball,Men,7,3,Beloit College
2023,Swimming,Men,2,7,Beloit College
2023,Indoor Track & Field,Men,3,7,Beloit College
2023,Outdoor Track & Field,Men,5,5,Beloit College
2023,Baseball,Men,7,2,Beloit College
2023,Total,Men,32,8,Beloit College
2023,Football,Men,7,3,Cornell College
2023,Soccer,Men,8,2,Cornell College
2023,Cross Country,Men,8,2,Cornell College
2023,Basketball,Men,2,8,Cornell College
2023,Indoor Track & Field,Men,7,3,Cornell College
2023,Tennis,Men,5,3,Cornell College
2023,Outdoor Track & Field,Men,4,6,Cornell College
2023,Baseball,Men,6,3,Cornell College
2023,Total,Men,47,4,Cornell College
2023,Football,Men,3,7,Grinnell College
2023,Soccer,Men,6,4,Grinnell College
2023,Cross Country,Men,9,1,Grinnell College
2023,Basketball,Men,8,2,Grinnell College
2023,Swimming,Men,9,1,Grinnell College
2023,Indoor Track & Field,Men,6,4,Grinnell College
2023,Tennis,Men,7,1,Grinnell College
2023,Outdoor Track & Field,Men,7,3,Grinnell College
2023,Baseball,Men,3,6,Grinnell College
2023,Total,Men,58,1,Grinnell College
2023,Football,Men,9.5,1,Illinois College
2023,Soccer,Men,9,1,Illinois College
2023,Cross Country,Men,5,5,Illinois College
2023,Basketball,Men,9,1,Illinois College
2023,Swimming,Men,5,4,Illinois College
2023,Indoor Track & Field,Men,5,5,Illinois College
2023,Tennis,Men,3,5,Illinois College
2023,Outdoor Track & Field,Men,8,2,Illinois College
2023,Baseball,Men,2,7,Illinois College
2023,Total,Men,55.5,2,Illinois College
2023,Football,Men,4,6,Knox College
2023,Soccer,Men,4,6,Knox College
2023,Cross Country,Men,4,6,Knox College
2023,Basketball,Men,3,7,Knox College
2023,Swimming,Men,1,8,Knox College
2023,Indoor Track & Field,Men,1,9,Knox College
2023,Outdoor Track & Field,Men,2,8,Knox College
2023,Baseball,Men,1,8,Knox College
2023,Total,Men,20,9,Knox College
2023,Football,Men,7,3,Lake Forest College
2023,Soccer,Men,7,3,Lake Forest College
2023,Cross Country,Men,2,8,Lake Forest College
2023,Basketball,Men,4,6,Lake Forest College
2023,Swimming,Men,7,2,Lake Forest College
2023,Indoor Track & Field,Men,2,8,Lake Forest College
2023,Tennis,Men,6,2,Lake Forest College
2023,Outdoor Track & Field,Men,1,9,Lake Forest College
2023,Total,Men,36,6,Lake Forest College
2023,Football,Men,1,9,Lawrence University
2023,Soccer,Men,1,9,Lawrence University
2023,Cross Country,Men,6,4,Lawrence University
2023,Basketball,Men,1,9,Lawrence University
2023,Swimming,Men,6,3,Lawrence University
2023,Indoor Track & Field,Men,4,6,Lawrence University
2023,Tennis,Men,4,4,Lawrence University
2023,Outdoor Track & Field,Men,3,7,Lawrence University
2023,Baseball,Men,9,1,Lawrence University
2023,Total,Men,35,7,Lawrence University
2023,Football,Men,9.5,1,Monmouth College
2023,Soccer,Men,3,7,Monmouth College
2023,Cross Country,Men,3,7,Monmouth College
2023,Basketball,Men,5,5,Monmouth College
2023,Swimming,Men,4,5,Monmouth College
2023,Indoor Track & Field,Men,8,2,Monmouth College
2023,Tennis,Men,1,7,Monmouth College
2023,Outdoor Track & Field,Men,6,4,Monmouth College
2023,Baseball,Men,4,5,Monmouth College
2023,Total,Men,43.5,5,Monmouth College
2023,Football,Men,5,5,Ripon College
2023,Soccer,Men,2,8,Ripon College
2023,Cross Country,Men,7,3,Ripon College
2023,Basketball,Men,6,4,Ripon College
2023,Swimming,Men,3,6,Ripon College
2023,Indoor Track & Field,Men,9,1,Ripon College
2023,Tennis,Men,2,6,Ripon College
2023,Outdoor Track & Field,Men,9,1,Ripon College
2023,Baseball,Men,5,4,Ripon College
2023,Total,Men,48,3,Ripon College
2023,Volleyball,Women,1,9,Beloit College
2023,Soccer,Women,6,4,Beloit College
2023,Cross Country,Women,4,6,Beloit College
2023,Basketball,Women,4,6,Beloit College
2023,Swimming,Women,3,6,Beloit College
2023,Indoor Track & Field,Women,3,7,Beloit College
2023,Outdoor Track & Field,Women,4,6,Beloit College
2023,Softball,Women,2,8,Beloit College
2023,Total,Women,27,8,Beloit College
2023,Volleyball,Women,9,1,Cornell College
2023,Soccer,Women,2,8,Cornell College
2023,Cross Country,Women,6,4,Cornell College
2023,Tennis,Women,5,3,Cornell College
2023,Basketball,Women,3,7,Cornell College
2023,Indoor Track & Field,Women,5,5,Cornell College
2023,Outdoor Track & Field,Women,6,4,Cornell College
2023,Softball,Women,6,4,Cornell College
2023,Total,Women,42,7,Cornell College
2023,Volleyball,Women,6,4,Grinnell College
2023,Soccer,Women,8,2,Grinnell College
2023,Cross Country,Women,9,1,Grinnell College
2023,Tennis,Women,7,1,Grinnell College
2023,Basketball,Women,5.5,4,Grinnell College
2023,Swimming,Women,9,1,Grinnell College
2023,Indoor Track & Field,Women,7,3,Grinnell College
2023,Outdoor Track & Field,Women,7,3,Grinnell College
2023,Softball,Women,8,2,Grinnell College
2023,Total,Women,66.5,1,Grinnell College
2023,Volleyball,Women,8,2,Illinois College
2023,Soccer,Women,4,6,Illinois College
2023,Tennis,Women,4,4,Illinois College
2023,Basketball,Women,7,3,Illinois College
2023,Swimming,Women,2,7,Illinois College
2023,Indoor Track & Field,Women,6,4,Illinois College
2023,Outdoor Track & Field,Women,5,5,Illinois College
2023,Softball,Women,7,3,Illinois College
2023,Total,Women,43,4,Illinois College
2023,Volleyball,Women,2,8,Knox College
2023,Soccer,Women,1,9,Knox College
2023,Cross Country,Women,1,8,Knox College
2023,Basketball,Women,8,2,Knox College
2023,Swimming,Women,1,8,Knox College
2023,Indoor Track & Field,Women,2,8,Knox College
2023,Outdoor Track & Field,Women,2,8,Knox College
2023,Softball,Women,1,9,Knox College
2023,Total,Women,18,9,Knox College
2023,Volleyball,Women,7,3,Lake Forest College
2023,Soccer,Women,9,1,Lake Forest College
